Region,variation_start_date,Gender,Variation_IN,Contract Terminatio Reason,Seniority_class,Age_class,Qty_Z1_Days,Qty_Z2_Days,Qty_Z3_Days,Qty_P1_Days,Qty_P2_Days,Qty_P3_Days,Qty_A1_Days,Qty_A2_Days,unique ID
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,91
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,99
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,50+,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région Flamande,2016-07-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,75
Région Flamande,2016-07-01,Femme,IN,Préavis travailleur,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Préavis travailleur,>6_years,25-30,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Préavis travailleur,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-07-01,Femme,IN,Raison inconnue,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-07-01,Femme,IN,Unregistered,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Unregistered,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Unregistered,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Unregistered,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Unregistered,>6_years,50+,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Femme,IN,Unregistered,>6_years,50+,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Autre firme,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Autre firme,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Autre firme,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,De commun accord,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,De commun accord,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,De commun accord,>6_years,50+,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Faute grave,>6_years,30-40,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,22
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,83
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,111
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,110
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région Flamande,2016-07-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,76
Région Flamande,2016-07-01,Homme,IN,Préavis travailleur,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Préavis travailleur,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,3
Région Flamande,2016-07-01,Homme,IN,Raison inconnue,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-07-01,Homme,IN,Unregistered,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Unregistered,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Unregistered,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-07-01,Homme,IN,Unregistered,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,Unregistered,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-07-01,Homme,IN,mod.unil.travailleur,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Autre firme,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,De commun accord,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,De commun accord,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,49
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,4
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,76
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,98
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,103
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région Flamande,2016-08-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,79
Région Flamande,2016-08-01,Femme,IN,Préavis travailleur,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-08-01,Femme,IN,Préavis travailleur,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-08-01,Femme,IN,Raison inconnue,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-08-01,Femme,IN,Unregistered,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Unregistered,>6_years,50+,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-08-01,Femme,IN,Unregistered,>6_years,50+,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Femme,IN,Unregistered,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,35
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,89
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,97
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,75
Région Flamande,2016-08-01,Homme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,66
Région Flamande,2016-08-01,Homme,IN,Préavis travailleur,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Homme,IN,Unregistered,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-08-01,Homme,IN,Unregistered,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Homme,IN,Unregistered,>6_years,40-50,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-08-01,Homme,IN,Unregistered,>6_years,50+,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Autre firme,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-09-01,Femme,IN,Autre firme,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-09-01,Femme,IN,Faute grave,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,4
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,15
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,7
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,7
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,36
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,30-40,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,4
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,7
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,102
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,40-50,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,4
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,40-50,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,40-50,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,128
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,50+,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,50+,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,9
Région Flamande,2016-09-01,Femme,IN,Fin du contrat,>6_years,50+,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,111
Région Flamande,2016-09-01,Femme,IN,Préavis employeur,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Préavis employeur,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Préavis employeur,>6_years,30-40,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,20-25,Absent,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Absent,1
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,20-25,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,3
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,20-25,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,20-25,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,25-30,Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,2
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,25-30,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,2
Région Flamande,2016-09-01,Femme,IN,Préavis travailleur,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-09-01,Femme,IN,Raison inconnue,>6_years,30-40,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,Not Registered,1
Région Flamande,2016-09-01,Femme,IN,Unregistered,>6_years,25-30,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,Not Absent,1
